customer_id,first_name,last_name,gender,DOB,profession_id,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,address_id,address,postcode,state,country,property_valuation
3232,Rose,Milsom,Female,1993-10-10,117,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,460,1 Roth Pass,3199,VIC,Australia,4
333,Debbi,Doohey,Female,1965-06-20,146,Sales Associate,Financial Services,Affluent Customer,N,Yes,461,1 Rowland Circle,3105,VIC,Australia,10
1863,Adelbert,Doelle,Male,1978-05-11,185,VP Product Management,Telecommunications,High Net Worth,N,No,462,1 Saint Paul Terrace,2161,NSW,Australia,6
3522,Lorri,Byrth,Female,1989-08-21,50,Cost Accountant,Financial Services,High Net Worth,N,Yes,463,1 Schiller Place,2774,NSW,Australia,9
555,Jarib,Senior,Male,1970-11-08,97,Junior Executive,Property,Mass Customer,N,No,464,1 Service Alley,2116,NSW,Australia,10
2029,Charlie,Hastilow,Male,1992-03-10,108,Nurse,Manufacturing,Mass Customer,N,No,465,1 Sloan Avenue,2176,NSW,Australia,10
874,Howard,Oseland,Male,2001-05-05,197,,Health,Mass Customer,N,Yes,466,1 Springview Place,4800,QLD,Australia,5
2539,Tracie,Ashdown,Male,1967-04-22,107,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,467,1 Straubel Alley,2117,NSW,Australia,10
616,Perl,Bysaker,Female,1995-07-13,197,,Health,High Net Worth,N,No,468,1 Thackeray Crossing,4114,QLD,Australia,3
3268,Estelle,Sam,Female,1986-05-31,76,General Manager,Manufacturing,Mass Customer,N,No,469,1 Toban Crossing,3616,VIC,Australia,3
2478,Andreas,Lamke,Male,1966-07-07,148,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,470,1 Trailsway Lane,2145,NSW,Australia,9
3669,Maynard,Isaq,Male,1977-06-18,57,Design Engineer,Manufacturing,Affluent Customer,N,No,471,1 Upham Crossing,3041,VIC,Australia,3
3742,Veda,Faill,Female,1961-11-09,64,Editor,Property,High Net Worth,N,Yes,472,1 Utah Alley,2232,NSW,Australia,10
1936,Gisella,Scad,Female,1964-07-08,97,Junior Executive,Manufacturing,Mass Customer,N,Yes,473,1 Vernon Terrace,4226,QLD,Australia,6
512,Sigfried,Semken,Male,1955-04-15,183,VP Accounting,Financial Services,Mass Customer,N,No,474,1 Vidon Pass,2233,NSW,Australia,8
3411,Alena,Hannis,Female,1980-01-04,119,Physical Therapy Assistant,n/a,Mass Customer,N,Yes,475,1 Village Green Circle,2285,NSW,Australia,7
2760,Early,Saggs,Male,1976-04-19,181,Teacher,Property,Mass Customer,N,No,476,1 Wayridge Park,4301,QLD,Australia,1
2598,Lindsay,Maydway,Male,1980-03-26,149,Senior Developer,Manufacturing,Affluent Customer,N,No,477,10 American Alley,2066,NSW,Australia,12
1761,Kassi,List,Female,1974-08-29,98,Legal Assistant,Manufacturing,Mass Customer,N,Yes,478,10 Cambridge Street,4567,QLD,Australia,7
3186,Rora,Warre,Female,1997-05-09,197,,n/a,Mass Customer,N,Yes,479,10 Hauk Point,3936,VIC,Australia,9
1625,Caryl,Clara,Male,1977-12-09,95,Information Systems Manager,Property,Mass Customer,N,Yes,480,10 Hazelcrest Street,4413,QLD,Australia,5
2643,Dulsea,Maffi,Female,1989-10-11,108,Nurse,n/a,Affluent Customer,N,No,481,10 Kedzie Pass,2770,NSW,Australia,7
2948,Yank,Scarlett,Male,1997-01-17,96,Internal Auditor,Manufacturing,Mass Customer,N,Yes,482,10 Kensington Avenue,2117,NSW,Australia,10
1050,Marjie,Ghion,Female,1973-07-29,155,Software Consultant,Telecommunications,Mass Customer,N,Yes,483,10 Pennsylvania Hill,2118,NSW,Australia,11
2280,Wrennie,Alexandersson,Female,1960-11-18,35,Budget/Accounting Analyst I,n/a,Mass Customer,N,No,484,10055 Old Shore Lane,3630,VIC,Australia,1
3386,Cliff,Nolin,Male,1999-07-28,175,Structural Engineer,IT,High Net Worth,N,Yes,485,10097 Hooker Way,3196,VIC,Australia,8
2606,Addi,Seager,Female,1978-08-19,65,Electrical Engineer,Manufacturing,High Net Worth,N,No,486,1031 Kennedy Way,4507,QLD,Australia,7
2286,Katuscha,Sapsed,Female,1995-06-02,169,Staff Scientist,Manufacturing,High Net Worth,N,No,487,1032 Killdeer Place,3631,VIC,Australia,3
2761,Agathe,Weafer,Female,1961-11-11,95,Information Systems Manager,Financial Services,Mass Customer,N,No,488,10369 Sunbrook Way,4051,QLD,Australia,8
529,Sandor,Tumber,Male,1989-07-21,115,Operator,Retail,Affluent Customer,N,Yes,489,1038 Hayes Point,2021,NSW,Australia,7
3926,Allistir,Heckney,Male,1954-09-04,2,Account Executive,Manufacturing,Mass Customer,N,Yes,490,104 Kingsford Park,2154,NSW,Australia,9
1659,Olva,Sheehy,Female,1989-11-14,155,Software Consultant,Property,High Net Worth,N,Yes,491,1041 Center Road,2155,NSW,Australia,10
925,Nicko,Pembridge,Male,1978-08-07,10,Accountant IV,Manufacturing,Affluent Customer,N,No,492,10421 Cordelia Parkway,3188,VIC,Australia,12
2866,Ky,Stredder,Male,1995-06-26,197,,Health,High Net Worth,N,No,493,10434 Melby Pass,2200,NSW,Australia,7
94,Wallache,Simchenko,Male,1974-08-07,42,Civil Engineer,Manufacturing,Mass Customer,N,No,494,105 Shelley Alley,2209,New South Wales,Australia,10
3670,Leupold,Bernardini,Male,1977-03-20,197,,Financial Services,Affluent Customer,N,Yes,495,106 Donald Way,3216,VIC,Australia,4
1096,Jakie,Mungham,Male,1969-11-29,160,Software Test Engineer I,Health,High Net Worth,N,No,496,1063 Forest Avenue,4510,QLD,Australia,3
198,Vanya,Gumb,Female,1981-11-29,24,Assistant Media Planner,Entertainment,Mass Customer,N,No,497,107 Elmside Parkway,4811,QLD,Australia,5
1825,Arv,Whitsey,Male,1967-02-14,186,VP Quality Control,Financial Services,Mass Customer,N,Yes,498,107 Garrison Plaza,2200,NSW,Australia,10
1139,Shellysheldon,Wickey,Male,1982-09-15,64,Editor,Manufacturing,Mass Customer,N,Yes,499,107 Moland Court,2579,NSW,Australia,5
1270,Cullen,Langshaw,Male,1983-02-27,116,Paralegal,Financial Services,Affluent Customer,N,No,500,1075 Raven Place,4512,QLD,Australia,7
2343,Wilhelm,Corteis,Male,1959-03-24,109,Nurse Practicioner,Argiculture,High Net Worth,N,Yes,501,1081 Laurel Park,2049,NSW,Australia,12
189,Umberto,Torricella,Male,1981-07-19,142,Safety Technician I,Financial Services,Affluent Customer,N,No,502,10878 Waywood Way,4352,QLD,Australia,7
3910,Hall,Leyfield,Male,1980-09-10,187,VP Sales,IT,Mass Customer,N,No,503,109 Kipling Road,2156,NSW,Australia,11
262,Cordie,Petrelli,Male,1977-12-23,197,,Health,High Net Worth,N,Yes,504,109 Tomscot Avenue,2010,NSW,Australia,10
124,Kath,Cunney,Female,1995-05-03,17,Administrative Assistant II,Health,High Net Worth,N,Yes,505,10918 Merry Way,2452,New South Wales,Australia,5
1161,Sibylle,Cutsforth,Female,1977-01-14,152,Senior Quality Engineer,Retail,Mass Customer,N,No,506,11 Corscot Plaza,2710,NSW,Australia,1
3217,Lorena,Titterrell,Female,1968-03-12,119,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,507,11 Crescent Oaks Junction,4055,QLD,Australia,8
2444,Emmet,Cristoforo,Male,1977-05-13,26,Associate Professor,Manufacturing,High Net Worth,N,No,508,11 Dunning Pass,2219,NSW,Australia,10
3239,Wendi,Hew,Female,1971-12-06,169,Staff Scientist,Health,High Net Worth,N,No,509,11 Erie Hill,3915,VIC,Australia,7
3057,Mel,Shoebottom,Female,1976-03-28,72,Executive Secretary,n/a,Mass Customer,N,No,510,11 Farragut Junction,2530,NSW,Australia,8
2915,Enrichetta,Broadberry,Female,1975-06-02,38,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,No,511,11 Glendale Court,4121,QLD,Australia,9
1249,Tabb,McKeowon,Male,1967-10-31,197,,Telecommunications,Mass Customer,N,No,512,11 Golf Pass,4805,QLD,Australia,2
3327,Roma,Le Gallo,Male,1973-02-02,181,Teacher,Manufacturing,Mass Customer,N,No,513,11 Hermina Junction,3219,VIC,Australia,3
2787,Teressa,Tague,Female,1980-09-26,100,Marketing Assistant,n/a,Affluent Customer,N,Yes,514,11 Manufacturers Junction,2170,NSW,Australia,8
3247,Bellanca,Raymond,Female,1985-04-09,175,Structural Engineer,Manufacturing,Mass Customer,N,Yes,515,11 Mifflin Junction,2193,NSW,Australia,10
3645,Cozmo,Rylstone,Male,1961-07-04,174,Structural Analysis Engineer,Manufacturing,High Net Worth,N,No,516,11 Ryan Hill,2229,NSW,Australia,9
2197,Filip,Willows,Male,1993-09-16,122,Programmer Analyst I,Financial Services,Mass Customer,N,No,517,11 Sage Place,4055,QLD,Australia,7
1702,Bryn,Whisby,Male,1956-04-03,141,Research Nurse,Health,Mass Customer,N,No,518,11 Victoria Place,2036,NSW,Australia,11
2847,Noreen,Matelaitis,Female,1976-03-21,110,Occupational Therapist,Health,Mass Customer,N,No,519,11035 Toban Lane,2770,NSW,Australia,8
316,Genni,Larway,Female,1976-06-01,70,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,520,1108 Nevada Junction,4701,QLD,Australia,2
2680,Noella,Firk,Female,1959-05-11,74,Financial Analyst,Financial Services,Mass Customer,N,Yes,521,111 Hooker Avenue,4860,QLD,Australia,2
3102,Paquito,Maitland,Male,1990-06-04,23,Assistant Manager,Property,Affluent Customer,N,No,522,11171 Rigney Court,2770,NSW,Australia,6
1405,Kylie,Spriggin,Female,1958-04-05,185,VP Product Management,Manufacturing,High Net Worth,N,Yes,523,11207 Lukken Center,3500,VIC,Australia,2
2512,Franzen,Halliday,Male,1968-05-22,192,Web Developer I,n/a,High Net Worth,N,Yes,524,1127 Artisan Parkway,4070,QLD,Australia,5
1020,Natala,Thorndale,Female,1975-11-10,197,,IT,Affluent Customer,N,No,525,1128 Golden Leaf Center,3124,VIC,Australia,9
1998,Hamil,Britch,Male,1975-03-26,106,Media Manager IV,Manufacturing,High Net Worth,N,No,526,113 Lien Place,2560,NSW,Australia,6
60,Nadiya,Champerlen,Female,1970-02-04,197,,Manufacturing,Mass Customer,N,No,527,11474 Westend Hill,3752,VIC,Australia,8
1055,Danell,Rose,Female,1988-06-08,51,Data Coordiator,Manufacturing,Mass Customer,N,No,528,1149 Riverside Parkway,2016,NSW,Australia,11
1681,Rupert,Gilstoun,Male,1979-12-07,197,,Health,High Net Worth,N,Yes,529,116 Sullivan Avenue,3941,VIC,Australia,9
1463,Willie,Landsberg,Male,1965-04-18,41,Chief Design Engineer,Property,High Net Worth,N,Yes,530,11606 Myrtle Street,2207,NSW,Australia,8
1819,Deedee,Fransinelli,Female,1994-11-23,83,Graphic Designer,Entertainment,Mass Customer,N,Yes,531,1164 Toban Road,3806,VIC,Australia,5
227,Wendall,McKeand,Male,1973-08-14,7,Accountant I,Entertainment,Mass Customer,N,No,532,11667 Blackbird Street,2226,NSW,Australia,10
3303,Ced,Cuell,Male,1967-02-02,175,Structural Engineer,Telecommunications,Affluent Customer,N,Yes,533,1172 Mesta Center,4740,QLD,Australia,2
488,Domini,Ghelerdini,Female,1980-07-11,88,Help Desk Operator,Property,Mass Customer,N,Yes,534,11731 3rd Hill,3004,Victoria,Australia,9
1056,Kendricks,Markel,Male,1966-12-18,163,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,535,1176 Pine View Lane,2112,NSW,Australia,11
3660,Gradeigh,Hothersall,Male,1981-03-14,19,Administrative Assistant IV,Financial Services,Mass Customer,N,No,536,11879 Surrey Court,2768,NSW,Australia,9
583,Tirrell,Haysham,Male,1986-04-14,135,Registered Nurse,Health,Mass Customer,N,No,537,1192 Declaration Hill,3207,Victoria,Australia,8
1945,Griffin,Gisbourn,Male,1978-07-10,161,Software Test Engineer II,n/a,High Net Worth,N,Yes,538,1197 Carey Junction,2280,NSW,Australia,7
736,Sansone,Eastcourt,Male,1974-05-24,88,Help Desk Operator,n/a,High Net Worth,N,No,539,12 6th Hill,4810,QLD,Australia,2
1389,Reina,Drever,Female,1962-05-14,197,,Health,Affluent Customer,N,No,540,12 Alpine Lane,3754,VIC,Australia,8
3498,Lois,Abrahim,Female,1995-11-02,197,,Manufacturing,Mass Customer,N,No,541,12 Elgar Place,2155,NSW,Australia,10
1474,Farley,Rosen,Male,1986-05-27,174,Structural Analysis Engineer,Health,Mass Customer,N,Yes,542,12 Express Pass,2340,NSW,Australia,2
2544,Ellery,Bowra,Male,1988-01-31,184,VP Marketing,Manufacturing,Mass Customer,N,Yes,543,12 Fairfield Parkway,3029,VIC,Australia,7
3449,Ilyssa,Hannabuss,Female,1974-09-26,186,VP Quality Control,Argiculture,High Net Worth,N,Yes,544,12 Kings Hill,4272,QLD,Australia,9
531,Modesty,Fletcher,Female,1993-08-26,148,Senior Cost Accountant,Financial Services,High Net Worth,N,No,545,12 Monument Alley,3124,Victoria,Australia,12
1259,Emmi,Dymock,Female,1973-11-24,25,Assistant Professor,Financial Services,Mass Customer,N,No,546,12 Prentice Point,4670,QLD,Australia,1
3230,Calida,Clardge,Female,1970-02-14,72,Executive Secretary,Financial Services,Mass Customer,N,No,547,12 Quincy Lane,3141,VIC,Australia,8
1482,Georas,Niesel,Male,1979-04-30,65,Electrical Engineer,Manufacturing,Mass Customer,N,No,548,12 Redwing Street,2325,NSW,Australia,4
3339,Andrea,Rand,Male,1986-05-08,124,Programmer Analyst III,Health,Mass Customer,N,No,549,12061 Rowland Alley,3228,VIC,Australia,8
3149,Caprice,Pack,Female,1980-09-03,180,Tax Accountant,n/a,Affluent Customer,N,Yes,550,121 Anniversary Lane,2200,NSW,Australia,9
1205,Barton,Baudts,Male,1978-06-05,39,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,551,12103 Merchant Circle,3072,VIC,Australia,9
2712,Carissa,Hassent,Female,1987-06-26,180,Tax Accountant,Manufacturing,High Net Worth,N,Yes,552,122 Chinook Center,2112,NSW,Australia,11
244,Germayne,Sperry,Male,1974-11-25,197,,Retail,Affluent Customer,N,No,553,122 Melrose Drive,2102,NSW,Australia,10
128,Isidro,Cypler,Male,1977-07-17,178,Systems Administrator III,Property,Mass Customer,N,Yes,554,12306 Lawn Street,2145,New South Wales,Australia,8
1424,Allin,Arbuckel,Male,1974-08-03,110,Occupational Therapist,Health,High Net Worth,N,Yes,555,1231 Grim Road,2760,NSW,Australia,8
3255,Sutherlan,Truin,U,,69,Engineer IV,IT,High Net Worth,N,No,556,12357 Arapahoe Parkway,4740,QLD,Australia,3
143,Kendall,Figg,Male,1957-09-01,115,Operator,Argiculture,Mass Customer,N,Yes,557,12375 Cambridge Pass,2065,New South Wales,Australia,11
2147,Franzen,Kielty,Male,1998-11-04,69,Engineer IV,n/a,High Net Worth,N,Yes,558,124 Fulton Crossing,4680,QLD,Australia,3
1402,Hillier,Andraud,Male,2001-12-08,25,Assistant Professor,Telecommunications,Mass Customer,N,No,559,12439 Kropf Way,3049,VIC,Australia,6
1452,Zachery,Hamber,Male,1955-12-31,144,Safety Technician III,Retail,Mass Customer,N,No,560,1253 Ridge Oak Center,2560,NSW,Australia,4
3916,Myrtia,,Female,1958-10-17,197,,Retail,Affluent Customer,N,Yes,561,12548 Eagan Court,2768,NSW,Australia,9
2874,Delores,Ashcroft,Female,1977-12-28,107,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,562,12574 Truax Alley,2316,NSW,Australia,6
2386,Adrianne,Lowerson,Female,1997-07-06,45,Compensation Analyst,Financial Services,Mass Customer,N,No,563,12651 Lake View Point,4209,QLD,Australia,7
2857,Alanna,Geram,Female,1957-04-05,31,Biostatistician I,Manufacturing,Mass Customer,N,Yes,564,12689 Logan Terrace,4154,QLD,Australia,9
3930,Blancha,Baldi,Female,1988-01-06,197,,Financial Services,High Net Worth,N,No,565,1269 Esch Parkway,4078,QLD,Australia,6
1073,Elbertina,Donne,Female,1980-02-25,26,Associate Professor,n/a,Affluent Customer,N,Yes,566,12764 Raven Plaza,4020,QLD,Australia,7
511,Theo,Tolmie,Female,1982-12-02,56,Dental Hygienist,Health,High Net Worth,N,No,567,12845 Paget Lane,2026,NSW,Australia,12
1760,Kelsy,Barrowcliff,Female,1966-04-27,56,Dental Hygienist,Health,High Net Worth,N,No,568,12860 Warner Court,3129,VIC,Australia,8
2745,Moyra,Mount,Female,1977-01-06,40,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,569,129 Mallory Junction,2196,NSW,Australia,10
3015,Queenie,Flips,Female,2000-09-02,23,Assistant Manager,Retail,Affluent Customer,N,No,570,13 Alpine Lane,2228,NSW,Australia,9
3138,Wait,Pardey,Male,1971-02-19,116,Paralegal,Financial Services,Mass Customer,N,Yes,571,13 Basil Lane,2036,NSW,Australia,9
1162,Ambrose,Raiston,Male,1990-04-13,100,Marketing Assistant,n/a,Mass Customer,N,Yes,572,13 Buhler Plaza,2576,NSW,Australia,8
3793,Shannen,Pitcock,Female,1957-05-12,69,Engineer IV,n/a,Affluent Customer,N,Yes,573,13 Colorado Lane,2099,NSW,Australia,9
2631,Antonio,Brewis,Male,1995-05-11,156,Software Engineer I,Financial Services,Mass Customer,N,Yes,574,13 Dexter Lane,3279,VIC,Australia,8
3166,Bronson,Plowman,Male,1955-05-11,154,Social Worker,Health,Mass Customer,N,No,575,13 Marcy Alley,3138,VIC,Australia,8
2474,Chrysa,Burrett,Female,1980-06-08,72,Executive Secretary,Argiculture,High Net Worth,N,Yes,576,13 Tennyson Point,4370,QLD,Australia,6
2061,Loralyn,,Female,1983-01-24,182,Technical Writer,Manufacturing,High Net Worth,N,No,577,130 Hayes Crossing,2170,NSW,Australia,9
2982,Celisse,McCloughen,Female,1982-08-08,148,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,578,130 Thompson Plaza,2199,NSW,Australia,9
1694,Tonnie,McLinden,Male,1959-10-11,197,,IT,Mass Customer,N,Yes,579,1301 Northwestern Place,2117,NSW,Australia,9
251,Mala,,Female,1977-12-24,187,VP Sales,Financial Services,Affluent Customer,N,Yes,580,131 Northfield Parkway,3355,VIC,Australia,2
1277,Elias,Gerrie,Male,1972-12-26,89,Help Desk Technician,n/a,Mass Customer,N,Yes,581,131 Tony Road,4213,QLD,Australia,8
3868,Rica,Corrado,Female,1997-06-19,154,Social Worker,Health,Affluent Customer,N,Yes,582,1323 Maywood Plaza,2226,NSW,Australia,10
2930,Goddard,Benthall,Male,1997-07-25,24,Assistant Media Planner,Entertainment,Mass Customer,N,No,583,13282 Pond Circle,2471,NSW,Australia,2
3291,Cindy,Eakin,Female,1956-01-21,166,Staff Accountant II,Manufacturing,Mass Customer,N,No,584,133 Quincy Avenue,3810,VIC,Australia,4
2779,Douglas,Wrout,Male,1985-02-24,197,,n/a,Affluent Customer,N,Yes,585,13392 Emmet Parkway,2171,NSW,Australia,9
1951,Rockie,MacCosty,Male,2000-06-07,85,Health Coach II,Manufacturing,Mass Customer,N,Yes,586,134 Knutson Street,2281,NSW,Australia,9
953,Jasmin,Brodeur,Female,1979-05-23,197,,n/a,Mass Customer,N,No,587,1346 Forest Dale Point,3111,VIC,Australia,10
663,Massimo,Seymour,Male,1997-07-17,187,VP Sales,Property,Affluent Customer,N,Yes,588,1349 Namekagon Crossing,2134,NSW,Australia,12
1187,Antonino,Hogben,Male,1998-10-21,197,,Financial Services,Mass Customer,N,No,589,135 Crest Line Drive,2044,NSW,Australia,10
3406,Lucy,Lackmann,Female,1979-04-28,39,Business Systems Development Analyst,IT,Mass Customer,N,Yes,590,1351 Lunder Road,2049,NSW,Australia,10
2417,Cacilia,Swetland,Female,1974-06-24,108,Nurse,n/a,Affluent Customer,N,No,591,1369 Morrow Plaza,3046,VIC,Australia,8
2410,Eugenia,Verey,Female,1974-08-24,77,Geological Engineer,Manufacturing,Mass Customer,N,Yes,592,1369 Wayridge Terrace,3802,VIC,Australia,7
3909,Micheil,McGeorge,Male,1987-10-04,197,,Manufacturing,High Net Worth,N,Yes,593,13768 Commercial Trail,2155,NSW,Australia,10
1552,Cully,Mangeon,Male,1988-06-06,140,Research Associate,Entertainment,Mass Customer,N,Yes,594,13795 Corscot Drive,2147,NSW,Australia,9
896,Idell,Belderson,Female,1978-06-10,187,VP Sales,n/a,Mass Customer,N,No,595,13845 Hayes Center,3228,VIC,Australia,8
2152,Junina,Labone,Female,1968-11-05,54,Database Administrator III,Manufacturing,Mass Customer,N,Yes,596,13852 Burning Wood Terrace,2199,NSW,Australia,1
3651,Baxie,,Male,1999-11-15,90,Human Resources Assistant I,Manufacturing,Mass Customer,N,No,597,13854 Artisan Avenue,4508,QLD,Australia,3
167,Nathalie,Tideswell,Female,1969-10-27,197,,Health,High Net Worth,N,Yes,598,13950 Jackson Avenue,2099,NSW,Australia,11
2075,Devondra,Jovis,Female,1973-04-23,71,Environmental Tech,Manufacturing,Mass Customer,N,No,599,1396 Sugar Terrace,2145,NSW,Australia,10
656,Marty,Lebreton,Female,1978-11-17,29,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,600,14 Autumn Leaf Avenue,2570,NSW,Australia,10
3896,Perla,Blakiston,Female,1979-10-15,180,Tax Accountant,n/a,Mass Customer,N,Yes,601,14 Bunting Alley,2073,NSW,Australia,12
2763,Dalila,Snawdon,Female,1979-03-04,15,Actuary,Financial Services,Mass Customer,N,Yes,602,14 Pennsylvania Alley,2225,NSW,Australia,10
3325,Sylas,,Male,1996-10-08,55,Database Administrator IV,Manufacturing,High Net Worth,N,No,603,14 Warbler Hill,2770,NSW,Australia,8
1848,Dev,Caghan,Male,1976-11-25,95,Information Systems Manager,Manufacturing,Mass Customer,N,No,604,14 Westport Pass,3029,VIC,Australia,6
2672,Talbert,Folliss,Male,1986-01-16,43,Clinical Specialist,Health,Affluent Customer,N,No,605,1411 Jenifer Center,4670,QLD,Australia,3
1432,Hiram,Kittiman,Male,1998-11-26,180,Tax Accountant,Argiculture,High Net Worth,N,Yes,606,14155 Evergreen Way,2756,NSW,Australia,8
1459,Haydon,Berkery,Male,1998-06-16,153,Senior Sales Associate,Manufacturing,Mass Customer,N,No,607,14179 Springs Drive,2557,NSW,Australia,9
541,Annissa,Balmforth,Female,1966-01-01,197,,Manufacturing,Affluent Customer,N,Yes,608,142 Cambridge Place,2761,NSW,Australia,8
715,Royal,Shinn,Male,1968-09-07,97,Junior Executive,n/a,Mass Customer,N,No,609,14254 Hallows Parkway,4615,QLD,Australia,1
349,Vinnie,Usherwood,Female,1981-04-15,49,Computer Systems Analyst IV,Manufacturing,High Net Worth,N,No,610,143 Elka Circle,3134,VIC,Australia,9
1455,Cleo,,Female,1992-07-26,156,Software Engineer I,Property,Affluent Customer,N,No,611,1435 Lukken Trail,2570,NSW,Australia,8
2403,Karalee,Tremlett,Female,1977-10-25,182,Technical Writer,Financial Services,Affluent Customer,N,No,612,1439 Utah Court,2176,NSW,Australia,9
2048,Sorcha,Genthner,Female,1960-04-13,73,Financial Advisor,Financial Services,High Net Worth,N,No,613,144 Parkside Parkway,4655,QLD,Australia,3
1356,Ofella,Walbrook,Female,1981-02-24,3,Account Representative I,n/a,High Net Worth,N,No,614,1450 Gulseth Park,3337,VIC,Australia,5
3101,Paxton,Lermit,Male,1987-08-27,77,Geological Engineer,Manufacturing,High Net Worth,N,No,615,146 Dakota Pass,4017,QLD,Australia,7
3946,Wylie,FitzGilbert,Male,1960-06-23,197,,Retail,High Net Worth,N,Yes,616,147 Brickson Park Drive,4017,QLD,Australia,7
2565,Joannes,Harbron,Female,1969-08-17,97,Junior Executive,Health,Affluent Customer,N,Yes,617,147 Golden Leaf Pass,2061,NSW,Australia,10
1706,Slade,Semark,Male,1961-08-19,197,,Financial Services,High Net Worth,N,Yes,618,147 Waubesa Point,2094,NSW,Australia,12
970,Kellyann,Hawton,Female,1980-06-26,183,VP Accounting,Financial Services,High Net Worth,N,Yes,619,1472 Meadow Vale Lane,4034,QLD,Australia,7
952,Marina,Andresen,Female,1971-06-13,187,VP Sales,Financial Services,Affluent Customer,N,Yes,620,14796 Ramsey Street,2069,NSW,Australia,12
3094,Izak,Andreutti,Male,1989-05-28,32,Biostatistician II,n/a,Mass Customer,N,Yes,621,148 Marcy Pass,4301,QLD,Australia,4
3995,Rusty,Iapico,Male,1975-12-12,169,Staff Scientist,Manufacturing,Mass Customer,N,Yes,622,1482 Hauk Trail,3064,VIC,Australia,3
3264,Garret,Higginbottam,Male,1978-08-19,197,,Financial Services,Mass Customer,N,Yes,623,14860 Clove Drive,3175,VIC,Australia,5
2792,Jocelyne,Darben,Female,1964-03-02,192,Web Developer I,Financial Services,Mass Customer,N,Yes,624,149 Browning Terrace,2343,NSW,Australia,2
51,Fidelio,Dilke,Male,1959-12-05,47,Computer Systems Analyst II,Retail,Mass Customer,N,No,625,15 Almo Lane,2029,New South Wales,Australia,10
3890,Mavra,Padell,Female,1962-05-25,119,Physical Therapy Assistant,Retail,Mass Customer,N,No,626,15 Duke Plaza,3013,VIC,Australia,8
701,Ransell,Ruler,Male,1956-05-01,75,Food Chemist,Health,Mass Customer,N,Yes,627,15 Emmet Street,2233,NSW,Australia,10
659,Natalee,Stringman,Female,1979-10-09,197,,Financial Services,Affluent Customer,N,Yes,628,15 Lindbergh Center,2199,NSW,Australia,9
2109,Grazia,Vinson,Female,1965-04-13,4,Account Representative II,Health,High Net Worth,N,Yes,629,15 Mcguire Junction,4128,QLD,Australia,6
2450,Jayson,Breheny,Male,1974-06-21,175,Structural Engineer,Retail,Affluent Customer,N,Yes,630,15 Shelley Hill,2164,NSW,Australia,8
256,Linell,Beadle,Female,1975-05-07,63,Director of Sales,Health,High Net Worth,N,Yes,631,15 Straubel Way,4680,QLD,Australia,2
1487,Kaela,Soppett,Female,1979-05-23,191,Web Designer IV,n/a,Affluent Customer,N,Yes,632,15012 Oneill Plaza,2285,NSW,Australia,5
3912,Ryon,Darridon,Male,1986-10-27,154,Social Worker,Health,Affluent Customer,N,No,633,15051 Monterey Street,2756,NSW,Australia,8
800,Quint,Popov,Male,1978-12-31,1,Account Coordinator,Manufacturing,Mass Customer,N,No,634,15067 Commercial Pass,4006,QLD,Australia,7
1811,Sylvan,Sugge,Male,1999-10-13,197,,Financial Services,Mass Customer,N,No,635,1508 Hooker Avenue,2000,NSW,Australia,8
422,Vito,Norker,Male,2002-01-06,197,,Manufacturing,Affluent Customer,N,No,636,15082 Crest Line Plaza,3040,VIC,Australia,8
3658,Bo,Vell,Male,1962-10-20,197,,Entertainment,Mass Customer,N,Yes,637,15093 Hallows Pass,3930,VIC,Australia,9
2209,Rriocard,Gavan,Male,1993-08-04,135,Registered Nurse,Health,Affluent Customer,N,Yes,638,152 Larry Alley,2756,NSW,Australia,9
3329,Karissa,Leal,Female,1974-08-06,197,,n/a,High Net Worth,N,No,639,1520 Summerview Road,2020,NSW,Australia,10
109,Cody,Blabey,Male,1978-12-11,100,Marketing Assistant,n/a,Affluent Customer,N,Yes,640,15239 Northwestern Point,4300,QLD,Australia,4
1024,Rhodia,D'Onise,Female,1992-06-05,154,Social Worker,Health,High Net Worth,N,Yes,641,15393 Cody Lane,2046,NSW,Australia,9
1155,Janetta,Hartrick,Female,1994-01-15,184,VP Marketing,Property,Mass Customer,N,Yes,642,154 Cambridge Point,3551,VIC,Australia,8
3604,Findlay,Lubman,Male,1971-04-09,186,VP Quality Control,Health,High Net Worth,N,Yes,643,154 Heffernan Trail,2038,NSW,Australia,10
430,Janice,Himsworth,Female,1973-04-26,116,Paralegal,Financial Services,High Net Worth,N,Yes,644,155 Basil Junction,2210,NSW,Australia,10
3641,Wolfie,Hoyes,Male,1975-10-02,42,Civil Engineer,Manufacturing,Affluent Customer,N,No,645,155 Sunfield Way,3212,VIC,Australia,2
